id,title,subtitle,intro,poster,pubdate,url,rating,star,star_time
2972146682,古董局中局3,马伯庸 / 2018 / 湖南文艺出版社,"东陵之中，慈禧陵寝埋藏着国宝无数。
一九二八年，军阀混战，诸方势力将贪婪的目光投向这座宝库。
此时，有一个人毅然挺身而出，想要力挽狂澜。
不是为了慈溪，也不是为了名利，
只是为了家国理想，更是为了一个生死托付的约定……",https://img9.doubanio.com/view/subject/l/public/s29814659.jpg,2018-6,https://book.douban.com/subject/30218405/,8.2,4,2021-07-29 13:19:01
2940398465,大象之舞,余慧娟 / 2015 / 教育科学出版社,本书以观察者的身份，以事实为依据，全面、客观地揭示了课程改革带给中国教育的真实影响，回答了在课改十年中许多争论不休的问题，包括如何看待课改中遇到的阻力和困难、如何看待十年课改的成果、经验和教训、中国到底需要什么样的教育等等，从一个新的视角论证了中国基础教育课程改革的大方向是正确的，它符合中国的国情，具有一定的前瞻性和引领性。同时立足实践研究，指出了未来课改的方向和道路，具有很强的建设性。,https://img9.doubanio.com/view/subject/l/public/s29870311.jpg,2015-1,https://book.douban.com/subject/30326802/,0,0,2021-07-04 22:03:36
2843889380,洞见,（美）罗伯特·赖特 / 2020 / 北京联合出版公司,"《为什么佛学是真的》简体中文版，首次出版！
★樊登博士——重磅推荐
★“文津图书奖”得主万维钢——作序解读
★查理·芒格家族财富管理者、“巴菲特接班人”李录——年度好书必读
★美国国家图书奖、普利策奖提名奖得主，全球最具影响力的思想家之一罗伯特·赖特重磅作品
☆人的大脑是为了幸福而设计的吗？
☆“我”到底存不 存在？
☆一切为“空”，还是我们赋予一切的“内涵”为“空”？
☆如何才能将我们从自然选择的局限视角中解放出来？……
-
【编辑推荐】
1.这是一本颠覆认知的洞见之书，荣登《纽约时报》畅销榜榜首。
2.美国国家图书奖、普利策奖提名奖得主，全球最具影响力的思想家之一罗伯特·赖特重磅作品。
3.现代进化理论与佛学的碰撞与交融，打开人类的认知真相。
4.伟大的沉思与实践之旅，世俗时代精神生活的基础。
-
【内容简介】
这是一本颠覆认知的洞见之书。作者将佛学中的哲学思想和现代心理学、进化心理学、现代脑科学等研究领域的前沿成果相互印证，帮助我们认清基因载体、进化心理和人类自我意识之间的因果关系，将我们从自然选择的局限视角中解放出来。
让我们冲破大脑错觉，发现更真实的自我；以超然的视角，抵达更广义的同情；洞见事物的真相，真正体验到世界的本原之美。
-
【媒体推荐】
一本超凡脱俗、让人头脑清醒的书。
——《卫报》
赖特的书具有启发性，内容丰富，在许多方面都具有深远的意义。
——《纽约时报》
一本令人愉悦的个人著作，意义重大。
——美国国家公共广播电台
他（赖特）的书中包含了许多有趣而有启发性的观点。
——《华盛顿邮报》",https://img9.doubanio.com/view/subject/l/public/s33687223.jpg,2020-8,https://book.douban.com/subject/35140470/,8,4,2021-04-18 09:16:21
2813563207,文城,余华 / 2021 / 北京十月文艺出版社,"【编辑推荐】
★时隔八年，余华全新长篇重磅归来！
◆人生就是自己的往事和他人的序章
时代的洪流推着每个人做出各自的选择。
这是一个荒蛮的年代，结束的尚未结束，开始的尚未开始。
◆我们总是在不同时代、不同国家、不同语言的作家那里，读到自己的感受，甚至是自己的生活。假如文学中真的存在某些神秘的力量，我想可能就是这些。
——余华
★写《活着》的余华又回来了！这一回不止是时空上的突破
◆讲述南方小镇上各色人物的爱恨悲欢
颠沛起伏的人生故事牵引出军阀混战、匪祸泛滥的时代之殇
◆铺开一幅荡气回肠的时代画卷
在民间叙事中融入魔幻色彩，时空绵延，人物纷杂，情节跌宕
◆谱写一曲关于命运的荒诞史诗
细腻而宏大，舒畅而勇猛，夹杂着黑色幽默，道出生命的脆弱与柔韧
★ 余华亲自选定封面插画
◆封面插画来自当代艺术家张晓刚作品《失忆与记忆：男人》，风格独特，意蕴广远。
【内容简介】
在溪镇人最初的印象里，林祥福是一个身上披戴雪花，头发和胡子遮住脸庞的男人，有着垂柳似的谦卑和田地般的沉默寡言。哪怕后来成了万亩荡和木器社的主人，他身上的谦卑和沉默依旧没有变。他的过去和一座谜一样的城联系在了一起，没人知道他为什么要找一个不存在的地方。
他原本不属于这里，他的家乡在遥远的北方。为了一个承诺他将自己连根拔起，漂泊至此。往后的日子，他见识过温暖赤诚的心，也见识过冰冷无情的血。最终他徒劳无获，但许多人的牵挂和眼泪都留在了他身上。
“文城在哪里？”
“总会有一个地方叫文城。”",https://img9.doubanio.com/view/subject/l/public/s33834057.jpg,2021-3,https://book.douban.com/subject/35335514/,7.8,4,2021-03-28 09:36:18
2753978944,倦怠社会,[德] 韩炳哲 / 2019 / 中信出版集团,"否定性的社会已经消失，取而代之的是充溢着积极性的社会。
从这一范式转移出发，韩炳哲展示了当今社会的病理形态，其中包括忧郁症、注意力缺乏症、过劳症等精神疾病。它们不是传染病，而是梗阻症，不是由否定性的、免疫学上的他者导致，而是源于过量的肯定性。
因此，一切免疫学式预防和抵抗措施都失效了。韩的论述最终以一个社会远景结束，他有意赋予其一个含有歧义的名称“倦怠社会”。其中，生命变成了生存，生存导向对健康的狂热崇拜，健康带来了疾病和僵死。
失去了死亡的否定性，生命自身僵化成为死亡。
一部为当下全球化时代做出诊断的重要作品。
********************
1．这本书讲什么？
我们的竞争性的、效绩主导的社会正在影响着我们每个人。较之于提高生命质量，多任务处理、用户界面友好的技术正在制造混乱，从抑郁症，到注意力分散，到人格分裂，社会中蔓延着一种普遍的不安情绪。韩炳哲诉诸文学、哲学、社会科学和自然科学以发掘一种可能，在令人疲惫不堪的信息时代里开辟自我的一隅风景。
2．作者的观点是什么？
（1）各种精神疾病，如抑郁症、注意力缺陷多动症、边缘性人格障碍或疲劳综合征主导了21世纪初的疾病形态。这都指向一种过度的肯定性，即自我在过度狂热中燃尽了自身。
（2）功绩社会中的人，虽然摆脱了福柯意义上的规训社会，却又陷入了新的精神规训社会，比起他人的剥削，自我剥削更加严重地导致了自我崩溃。
（3）“积极生活”的态度导致焦虑和歇斯底里，人们不仅没能实现自由，反而丧失了沉思的幸福。
（4）作者主张从面对世界的倦怠回归面向自我的倦怠，在孤独和精神寻求中，为自我重建一个闲适空间。在其中人们相互关注，组成亲密的友邻社会。
（5）作者呼吁重建节日和假日的神圣意义，在其中人们能够感受自我的超越性存在和闲暇，而不只是物质性存在和消费的层面。只有逃离百货商店式的世界，重建节日庆典般的场所，生命才能获得应有的意义。
3．对我们有什么启发？
（1）在人人备感生存艰难和生活压力的世界里，努力做得更好是不是唯一的目标和出路？面对越来越多的心理压力和疾病，经济条件和社会地位能否与幸福划上等号？韩炳哲提示我们，短视的和功利的思维方式，必须让位于全局性的和通向未来的智慧。
（2）思想面对当代社会现状，将会说些什么？思想者应该怎样思想，写作？韩炳哲作品的主题和风格，也为我们提供了可资借鉴的参考样本。
4．作者是一个怎样的人？
（1）韩炳哲被誉为“德国哲学界的一颗新星”（西班牙《国家报》）。他回归哲学的人文传统和批判传统，在学院化的哲学研究之外，独辟哲学写作新境界，在数字媒体时代照察社会情况和人类心灵，被誉为“互联网时代的精神分析师”（杨小刚）“大数据时代的哲学批判指南”（思郁）。
（2）兼具韩国人的浪漫气质和德国哲学传统的理性批判精神。韩炳哲对当代社会的洞察深刻，剖判犀利，而其内在的精神诉求却是宁静沉思的、美学意义的生命存在，具有“东方哲人的细腻与韵味”（夏可君）。
（3）哲学小品式的文字风格，长于思辨，而又胜在言传。韩炳哲的作品简洁、明快，“充满灵性，锋芒毕现”（贾克防）。诸位中译者的认真细致和精敏才思也为中文版增色颇多。
（4）法国哲学家阿兰•巴迪欧为其《爱欲之死》作序。韩炳哲在欧美已产生较大影响，作品被译成近20种文字，包括巴迪欧在内的诸多学者对韩炳哲做出了回应和评赞。
阅读韩炳哲的作品，无论如何都是富有才思智慧的享受。
——阿兰•巴迪欧（Alain Badiou），法国哲学家
韩炳哲属于这一类哲学家，在他们之前，没有人寻求改变世界之道，甚至没有人充分意识到这种改变的必要性。
——《高等教育内部参考》（Inside Higher Ed）
韩炳哲揭示出，在大数据时代，批判理论将且必将重整旗鼓。
——威尔•戴维斯（Will Davies）
5．中文版作品及其评价。
（1）韩炳哲作品系列图书共9种，包括了作者主要和有代表性的作品，计划于2019年7月份出齐。
韩炳哲作品系列（见识城邦出品）
《精神政治学》（已出）
Psychopolitik
《爱欲之死》（已出）
Agonie des Eros
《在群中》（已出）
Im Schwarm
《他者的消失》（6月即出）
Die Austreibung des Anderen
《疲怠社会》（6月即出）
Müdigkeitsgesellschaft
《娱乐何为》（6月即出）
Gute Unterhaltung
《暴力拓扑学》（8月即出）
Topologie der Gewalt
《透明社会》（8月即出）
Transparenzgesellschaft
《美的救赎》（8月即出）
Die Errettung des Schönen
（2）在国内学界迅速觅得知音。来自哲学界、艺术界、文学界、传播学界、IT界的诸位大咖分别对韩炳哲及其作品做出了积极回应和高度评价。
大数据时代形成的纷繁现象，需要新的哲学思维和框架，韩炳哲的几本书堪称最敏锐、最犀利的时代探测器，是大数据时代的哲学批判指南。
——思郁，自由写作者
德国哲学家韩炳哲的几本小书，大题小做、举重若轻，触及现代人生活的多个层面，是东西方人文精神碰撞的结晶，走进了读者的心灵。
——何道宽，资深翻译家，深圳大学
韩炳哲进一步揭示了数字时代人所面临的困境：我们痴迷于数字媒体从而被重新编程，然而对于后果如何却陷入了盲目和麻木。在群里，每个人都是个人，但每个人又都不是他自己。
——张志伟，哲学史家，中国人民大学哲学院
韩炳哲以其哲学的睿智与分析的犀利，迫使我们去反思数字网络媒体时代的生存情调与伦理处境。……在他的思考中透露出东方哲人的细腻与韵味。
——夏可君，哲学家与策展人，中国人民大学文学院
韩炳哲，这位德国哲学训练、韩国文化浸润的思想性学者，激活了我们早已麻木的爱欲能力。
——林光华，中国人民大学国学院
大数据的应用，让一切都变得越来越精准……在这样的时代，个体的空间与自由需要重新被思考，重新被定义。
——郑悦，《IT经理世界》杂志
对新自由主义与数字化阶级社会的分析，不仅仅是一项哲学知识考古学的工作，它在根本上是政治性的，其答案就在于尼采、海德格尔与德里达等哲学家对主体的超越性之中。
——毛竹，《世界哲学》杂志
韩炳哲的哲思充满灵性，锋芒毕现。……以其一贯的犀利，带给我凝视深渊的勇气。
——贾克防，西北师大哲学系
韩炳哲是互联网时代的精神分析师，在他精确、冷静的诊断之下，智能手机、社交媒体、大数据、物联网种种技术进步都显示出新自由主义秩序对于人类生活的全面宰制。……用短小精悍的文字，与福柯、阿多诺、列维纳斯、阿甘本进行思想碰撞，揭示出这个时代的严峻危机。
——杨小刚，中山大学哲学系",https://img9.doubanio.com/view/subject/l/public/s33300502.jpg,2019-6-1,https://book.douban.com/subject/33442259/,7.8,4,2021-02-19 08:09:33
2742816400,园丁与木匠,[美] 艾莉森•高普尼克(Alison Gopnik) / 2019 / 浙江人民出版社,"●你以为孩子总爱胡乱地打闹？其实孩子在学习社交互动；
你以为孩子在安静地玩玩具？其实孩子是在探索世界奥秘；
你以为孩子因为无聊才问为什么?其实孩子是在寻找答案；
……
孩子在玩的时候，究竟在学什么？他们又究竟是怎么学的？孩子能从父母身上学到什么？
●在《园丁与木匠》中，国际儿童学习研究泰斗艾莉森•高普尼克带你看懂孩子行为背后的学习规律，用大量经典而富有创造性的实验，向你描述了孩子在看的时候，在听的时候，在玩的时候，在做的时候，都是怎么学习的，以及在幼儿期、学龄期、青春期不同阶段的学习特性。
●高普尼克以其毕生的研究深刻地揭示出，每一个孩子都是天生的学习高手，如果你想做有远见的父母，那千万不要让孩子过早进入成人学习模式，更不要用成人的思考模式给孩子设限。
●本书带你走出传统“让孩子成才”的教养误区，告诉你养孩子不是套用公式，具体的教养方法根本不重要，重要的是，你是一个什么样的人，以及你与孩子的关系怎么样。高手父母与普通父母的根本分野，在于你是园丁，还是木匠。真正的高手父母，都懂得为孩子搭建成长生态。《园丁与木匠》直击当代父母焦虑的核心根源，给你教养思维的全新升级。
●一本让万维钢、罗振宇、苗炜等思想界大V争相解读的育儿书。
●国际儿童学习研究泰斗级专家艾莉森•高普尼克“天生学习家系列”集大成之作，看杰出科学家站在母亲和祖母的视角上，给你一场温情的科学盛宴。
●汇集30年实证研究，以无人匹敌的突破性发现，带你走出传统教养误区。彻底摆脱焦虑，给你符合孩子学习与发展规律的科学育儿观。
●引爆教育界，众多国内外知名媒体、头部教育媒体、育儿大V联袂推荐。
●外文版豆瓣评分8.3，中文版万众瞩目，重磅来袭。
●荣获美国认知发展学会""年度最佳图书""奖，《金融时报》年度选书。
●清华大学积极心理学研究中心副主任赵昱鲲倾情翻译。
●湛庐文化出品。",https://img9.doubanio.com/view/subject/l/public/s33456726.jpg,2019-7-25,https://book.douban.com/subject/34481379/,8.1,4,2021-02-15 21:15:48
2742701629,写给大家看的设计书（第4版）,Robin Williams / 2016 / 人民邮电出版社,"畅销设计入门书最新版，让每个人都能成为设计师
在这个创意无处不在的时代，越来越多的人成为设计师。简历、论文、PPT、个人主页、博客、活动海报、给客人的邮件、名片……，处处都在考验你的设计能力。
美术功课不好？没有艺术细胞？毫无设计经验？
没关系！在设计大师RobinWilliams看来，设计其实很简单。在这部畅销全球多年、影响了一代设计师的经典著作中，RobinWilliams将优秀设计的秘诀归纳为对比、重复、对齐和亲密性四条基本原则，并用简洁通俗、幽默生动的文笔，同时配以大量经过修改进行前后对比的实例图解和设计练习（并提供解答），直观清晰地传授给读者。通过本书，普通读者很快就能够自信地设计出专业级别的作品，而专业设计师也将从中获得灵感和解决问题的途径。
Robin　Williams　　世界著名设计师、技术专家和畅销书作家。通过写书和授课，她已经影响了整整一代数字设计师。同时，作为Adobe和Mac技术社区内的偶像级专家，她拥有大批拥戴者。她是Publish　Magazine、Adobe　Magazine等杂志的专栏作家，是MacWorld　Expo等业界重要活动和组织的顾问委员会成员，还创办了Santa　Fe电影艺术学院。除本书外，她还著有几十部畅销图书和获奖著作，包括《写给大家看的Web设计书》等，有的书已经被翻译为十几种文字，产生了世界性的影响。图灵社区对她做过访谈，收录在本书内，感兴趣的读者看看被豆瓣网友评为“J.K.罗琳似的艰苦奋斗代表”的Robin是如何自我定位的。访谈电子版地址：ituring.cn/article/41065。",https://img9.doubanio.com/view/subject/l/public/s28340357.jpg,2016-1,https://book.douban.com/subject/26664522/,8.6,4.5,2021-02-15 20:45:25
2742692151,学习究竟是什么,万维钢 / 2020 / 新星出版社,"很多人虽然多年坚持学习，却往往是按部就班地读书 、记忆、写作······没有摸索出一套科学高效的学习方法。本书层层深入，把科学家们通过实验研究和对学习高手的观察，结合心理学及脑科学总结出一套系统、科学、高效的学习理论分享给我们，配合操作性很强的学习建议，帮助我们成为更有 章法、更有智慧、真正的学习者。
韩愈本人曾说：“学海无涯苦做舟。”
他说的是1200多年前。
最近几十年，全世界科学家结合心理学和脑科学，已经进一步发现学习的秘密。只有世界上少数一流的脑力工作者，在用这些方法学习。
跟随万维钢，你将成为知道这些重大学习秘密的人之一。
最高学习效率=15.87%、秘密项目、修炼文化自觉······连这些学习方法都知道的你，一定会成为学习高手。",https://img9.doubanio.com/view/subject/l/public/s33654031.jpg,2020-6,https://book.douban.com/subject/35082292/,8.2,4,2021-02-15 20:42:37
2738942877,圆圈正义,罗翔 / 2019 / 中国法制出版社,"《圆圈正义》一书共收录作者的49篇随笔文章,分为“圆圈正义”“何谓榜样”“道德谴责的打开方式”“身负权力 各自珍重”“法律人的理智和多数人的情感”“生命的尊严”“心怀永恒 活在当下”七大部分，作者在本书中运用特有的坦诚、自省而尖锐的笔调，探讨了法律、正义、道德、权力的理念与现实、分析了如张扣扣案、莫某纵火案等社会热点案件、分享了自身求学经验和对人生的思考。本书不仅启蒙读者法律意识和法治观念，更在于帮助读者理解法律背后更深层次的价值基础。",https://img9.doubanio.com/view/subject/l/public/s33544846.jpg,2019-8-26,https://book.douban.com/subject/34815132/,8.1,4,2021-02-14 05:58:52
2659931259,5步儿童时间管理法：让孩子彻底告别磨蹭拖拉,刘乙了 / 2019 / 机械工业出版社,本书帮助家长认识孩子拖拉磨蹭的真正成因，了解儿童时间管理能力的培养过程。通过5个步骤以及沙漏法、梦想星空图、角色棋盘法等11种时间管理工具，帮助孩子快速建立时间观念，培养孩子管理时间的能力，让孩子作息更规律、做事不拖拉、学习更高效，*终实现自主管理时间。,https://img9.doubanio.com/view/subject/l/public/s33550026.jpg,2019-8-20,https://book.douban.com/subject/34798552/,7.4,3.5,2020-12-27 09:55:29
